gene_id_1,gene_id_2
ENSG00000223589,ENSG00000223589
ENSG00000188984,ENSG00000188984
ENSG00000229259,ENSG00000229259
ENSG00000270171,ENSG00000270171
ENSG00000158008,ENSG00000158008
ENSG00000269732,ENSG00000269732
ENSG00000130940,ENSG00000130940
ENSG00000116771,ENSG00000116771
ENSG00000237301,ENSG00000237301
ENSG00000162585,ENSG00000162585
ENSG00000163879,ENSG00000163879
ENSG00000227527,ENSG00000227527
ENSG00000169991,ENSG00000169991
ENSG00000116954,ENSG00000116954
ENSG00000228589,ENSG00000228589
ENSG00000163873,ENSG00000163873
ENSG00000117215,ENSG00000117215
ENSG00000196449,ENSG00000196449
ENSG00000250575,ENSG00000250575
ENSG00000237700,ENSG00000237700
ENSG00000116661,ENSG00000116661
ENSG00000230163,ENSG00000230163
ENSG00000227538,ENSG00000227538
ENSG00000232208,ENSG00000232208
ENSG00000236500,ENSG00000236500
ENSG00000044012,ENSG00000044012
ENSG00000179051,ENSG00000179051
ENSG00000215895,ENSG00000215895
ENSG00000231868,ENSG00000231868
ENSG00000284650,ENSG00000284650
ENSG00000237329,ENSG00000237329
ENSG00000236948,ENSG00000236948
ENSG00000270850,ENSG00000270850
ENSG00000126067,ENSG00000126067
ENSG00000274944,ENSG00000274944
ENSG00000132906,ENSG00000132906
ENSG00000197312,ENSG00000197312
ENSG00000284748,ENSG00000284748
ENSG00000272078,ENSG00000272078
ENSG00000173660,ENSG00000173660
ENSG00000224592,ENSG00000224592
ENSG00000233728,ENSG00000233728
ENSG00000230451,ENSG00000230451
ENSG00000231606,ENSG00000231606
ENSG00000215900,ENSG00000215900
ENSG00000092847,ENSG00000092847
ENSG00000284632,ENSG00000284632
ENSG00000204510,ENSG00000204510
ENSG00000241014,ENSG00000241014
ENSG00000054118,ENSG00000054118
ENSG00000254553,ENSG00000254553
ENSG00000230415,ENSG00000230415
ENSG00000284653,ENSG00000284653
ENSG00000237749,ENSG00000237749
ENSG00000276747,ENSG00000276747
ENSG00000284705,ENSG00000284705
ENSG00000287828,ENSG00000287828
ENSG00000228776,ENSG00000228776
ENSG00000228526,ENSG00000228526
ENSG00000159339,ENSG00000159339
ENSG00000223814,ENSG00000223814
ENSG00000197982,ENSG00000197982
ENSG00000225158,ENSG00000225158
ENSG00000261781,ENSG00000261781
ENSG00000183317,ENSG00000183317
ENSG00000250894,ENSG00000250894
ENSG00000183386,ENSG00000183386
ENSG00000284743,ENSG00000284743
ENSG00000158315,ENSG00000158315
ENSG00000243749,ENSG00000243749
ENSG00000204084,ENSG00000204084
ENSG00000186973,ENSG00000186973
ENSG00000271806,ENSG00000271806
ENSG00000146463,ENSG00000146463
ENSG00000279214,ENSG00000279214
ENSG00000183520,ENSG00000183520
ENSG00000271164,ENSG00000271164
ENSG00000271741,ENSG00000271741
ENSG00000214141,ENSG00000214141
ENSG00000142686,ENSG00000142686
ENSG00000224751,ENSG00000224751
ENSG00000279096,ENSG00000279096
ENSG00000117148,ENSG00000117148
ENSG00000230585,ENSG00000230585
ENSG00000117000,ENSG00000117000
ENSG00000284989,ENSG00000284989
ENSG00000178585,ENSG00000178585
ENSG00000231630,ENSG00000231630
ENSG00000092853,ENSG00000092853
ENSG00000255811,ENSG00000255811
ENSG00000134697,ENSG00000134697
ENSG00000187513,ENSG00000187513
ENSG00000238145,ENSG00000238145
ENSG00000225142,ENSG00000225142
ENSG00000230138,ENSG00000230138
ENSG00000223390,ENSG00000223390
ENSG00000285823,ENSG00000285823
ENSG00000284720,ENSG00000284720
ENSG00000225028,ENSG00000225028
ENSG00000225671,ENSG00000225671
ENSG00000116151,ENSG00000116151
ENSG00000226147,ENSG00000226147
ENSG00000182873,ENSG00000182873
ENSG00000286518,ENSG00000286518
ENSG00000006555,ENSG00000006555
ENSG00000236111,ENSG00000236111
ENSG00000066056,ENSG00000066056
ENSG00000214114,ENSG00000214114
ENSG00000173436,ENSG00000173436
ENSG00000116544,ENSG00000116544
ENSG00000231900,ENSG00000231900
ENSG00000236723,ENSG00000236723
ENSG00000232467,ENSG00000232467
ENSG00000117016,ENSG00000117016
ENSG00000121310,ENSG00000121310
ENSG00000169213,ENSG00000169213
ENSG00000163866,ENSG00000163866
ENSG00000225779,ENSG00000225779
ENSG00000284601,ENSG00000284601
ENSG00000049249,ENSG00000049249
ENSG00000237130,ENSG00000237130
ENSG00000143001,ENSG00000143001
ENSG00000229716,ENSG00000229716
ENSG00000226133,ENSG00000226133
ENSG00000227416,ENSG00000227416
ENSG00000232335,ENSG00000232335
ENSG00000260971,ENSG00000260971
ENSG00000259832,ENSG00000259832
ENSG00000284696,ENSG00000284696
ENSG00000238242,ENSG00000238242
ENSG00000285839,ENSG00000285839
ENSG00000237290,ENSG00000237290
ENSG00000232762,ENSG00000232762
ENSG00000117419,ENSG00000117419
ENSG00000162384,ENSG00000162384
ENSG00000162391,ENSG00000162391
ENSG00000174348,ENSG00000174348
ENSG00000154198,ENSG00000154198
ENSG00000117859,ENSG00000117859
ENSG00000228121,ENSG00000228121
ENSG00000253313,ENSG00000253313
ENSG00000162396,ENSG00000162396
ENSG00000203995,ENSG00000203995
ENSG00000227742,ENSG00000227742
ENSG00000284686,ENSG00000284686
ENSG00000162378,ENSG00000162378
ENSG00000233079,ENSG00000233079
ENSG00000162599,ENSG00000162599
ENSG00000259818,ENSG00000259818
ENSG00000229444,ENSG00000229444
ENSG00000240563,ENSG00000240563
ENSG00000234318,ENSG00000234318
ENSG00000284773,ENSG00000284773
ENSG00000234481,ENSG00000234481
ENSG00000117862,ENSG00000117862
ENSG00000235612,ENSG00000235612
ENSG00000228369,ENSG00000228369
ENSG00000183431,ENSG00000183431
ENSG00000227485,ENSG00000227485
ENSG00000224609,ENSG00000224609
ENSG00000235545,ENSG00000235545
ENSG00000236646,ENSG00000236646
ENSG00000169174,ENSG00000169174
ENSG00000232198,ENSG00000232198
ENSG00000231622,ENSG00000231622
ENSG00000238063,ENSG00000238063
ENSG00000235804,ENSG00000235804
ENSG00000227104,ENSG00000227104
ENSG00000243725,ENSG00000243725
ENSG00000171872,ENSG00000171872
ENSG00000162407,ENSG00000162407
ENSG00000285079,ENSG00000285079
ENSG00000169218,ENSG00000169218
ENSG00000163877,ENSG00000163877
ENSG00000228929,ENSG00000228929
ENSG00000224570,ENSG00000224570
ENSG00000224980,ENSG00000224980
ENSG00000185031,ENSG00000185031
ENSG00000278967,ENSG00000278967
ENSG00000157184,ENSG00000157184
ENSG00000272491,ENSG00000272491
ENSG00000198815,ENSG00000198815
ENSG00000134744,ENSG00000134744
ENSG00000233910,ENSG00000233910
ENSG00000287703,ENSG00000287703
ENSG00000283039,ENSG00000283039
ENSG00000229032,ENSG00000229032
ENSG00000229294,ENSG00000229294
ENSG00000184292,ENSG00000184292
ENSG00000187140,ENSG00000187140
ENSG00000226754,ENSG00000226754
ENSG00000232993,ENSG00000232993
ENSG00000234088,ENSG00000234088
ENSG00000236973,ENSG00000236973
ENSG00000227947,ENSG00000227947
ENSG00000277397,ENSG00000277397
ENSG00000271200,ENSG00000271200
ENSG00000235446,ENSG00000235446
ENSG00000261196,ENSG00000261196
ENSG00000224209,ENSG00000224209
ENSG00000237853,ENSG00000237853
ENSG00000162385,ENSG00000162385
ENSG00000231413,ENSG00000231413
ENSG00000234264,ENSG00000234264
ENSG00000242391,ENSG00000242391
ENSG00000223883,ENSG00000223883
ENSG00000284808,ENSG00000284808
ENSG00000242267,ENSG00000242267
ENSG00000237227,ENSG00000237227
ENSG00000275350,ENSG00000275350
ENSG00000116652,ENSG00000116652
ENSG00000203605,ENSG00000203605
ENSG00000123080,ENSG00000123080
ENSG00000285778,ENSG00000285778
ENSG00000077549,ENSG00000077549
ENSG00000233407,ENSG00000233407
ENSG00000225675,ENSG00000225675
ENSG00000237622,ENSG00000237622
ENSG00000162598,ENSG00000162598
ENSG00000280317,ENSG00000280317
ENSG00000162415,ENSG00000162415
ENSG00000162600,ENSG00000162600
ENSG00000116704,ENSG00000116704
ENSG00000227644,ENSG00000227644
ENSG00000157193,ENSG00000157193
ENSG00000116205,ENSG00000116205
ENSG00000198841,ENSG00000198841
ENSG00000116212,ENSG00000116212
ENSG00000234204,ENSG00000234204
ENSG00000233099,ENSG00000233099
ENSG00000233994,ENSG00000233994
ENSG00000237180,ENSG00000237180
ENSG00000213561,ENSG00000213561
ENSG00000234496,ENSG00000234496
ENSG00000233973,ENSG00000233973
ENSG00000237552,ENSG00000237552
ENSG00000132854,ENSG00000132854
ENSG00000227556,ENSG00000227556
ENSG00000162616,ENSG00000162616
ENSG00000271355,ENSG00000271355
ENSG00000162607,ENSG00000162607
ENSG00000233602,ENSG00000233602
ENSG00000233271,ENSG00000233271
ENSG00000285954,ENSG00000285954
ENSG00000233333,ENSG00000233333
ENSG00000154027,ENSG00000154027
ENSG00000234108,ENSG00000234108
ENSG00000232676,ENSG00000232676
ENSG00000225167,ENSG00000225167
ENSG00000132122,ENSG00000132122
ENSG00000213579,ENSG00000213579
ENSG00000137960,ENSG00000137960
ENSG00000237852,ENSG00000237852
ENSG00000116745,ENSG00000116745
ENSG00000132855,ENSG00000132855
ENSG00000285407,ENSG00000285407
ENSG00000272506,ENSG00000272506
ENSG00000172380,ENSG00000172380
ENSG00000286429,ENSG00000286429
ENSG00000272855,ENSG00000272855
ENSG00000270549,ENSG00000270549
ENSG00000237163,ENSG00000237163
ENSG00000229636,ENSG00000229636
ENSG00000116675,ENSG00000116675
ENSG00000162433,ENSG00000162433
ENSG00000213625,ENSG00000213625
ENSG00000227207,ENSG00000227207
ENSG00000227016,ENSG00000227016
ENSG00000233664,ENSG00000233664
ENSG00000237928,ENSG00000237928
ENSG00000158966,ENSG00000158966
ENSG00000213703,ENSG00000213703
ENSG00000203965,ENSG00000203965
ENSG00000223479,ENSG00000223479
ENSG00000233674,ENSG00000233674
ENSG00000153898,ENSG00000153898
ENSG00000233290,ENSG00000233290
ENSG00000117069,ENSG00000117069
ENSG00000286918,ENSG00000286918
ENSG00000228734,ENSG00000228734
ENSG00000125703,ENSG00000125703
ENSG00000285041,ENSG00000285041
ENSG00000185839,ENSG00000185839
ENSG00000285808,ENSG00000285808
ENSG00000275678,ENSG00000275678
ENSG00000229440,ENSG00000229440
ENSG00000234144,ENSG00000234144
ENSG00000226891,ENSG00000226891
ENSG00000213540,ENSG00000213540
ENSG00000277670,ENSG00000277670
ENSG00000227466,ENSG00000227466
ENSG00000154007,ENSG00000154007
ENSG00000225242,ENSG00000225242
ENSG00000230498,ENSG00000230498
ENSG00000229554,ENSG00000229554
ENSG00000285782,ENSG00000285782
ENSG00000162618,ENSG00000162618
ENSG00000224493,ENSG00000224493
ENSG00000131233,ENSG00000131233
ENSG00000272371,ENSG00000272371
ENSG00000287647,ENSG00000287647
ENSG00000229225,ENSG00000229225
ENSG00000230863,ENSG00000230863
ENSG00000271576,ENSG00000271576
ENSG00000213560,ENSG00000213560
ENSG00000287224,ENSG00000287224
ENSG00000225598,ENSG00000225598
ENSG00000227883,ENSG00000227883
ENSG00000286455,ENSG00000286455
ENSG00000225087,ENSG00000225087
ENSG00000224986,ENSG00000224986
ENSG00000280378,ENSG00000280378
ENSG00000188786,ENSG00000188786
ENSG00000162434,ENSG00000162434
ENSG00000230053,ENSG00000230053
ENSG00000137941,ENSG00000137941
ENSG00000273338,ENSG00000273338
ENSG00000116717,ENSG00000116717
ENSG00000223720,ENSG00000223720
ENSG00000224326,ENSG00000224326
ENSG00000286548,ENSG00000286548
ENSG00000066135,ENSG00000066135
ENSG00000230027,ENSG00000230027
ENSG00000233061,ENSG00000233061
ENSG00000272094,ENSG00000272094
ENSG00000228853,ENSG00000228853
ENSG00000215874,ENSG00000215874
ENSG00000232453,ENSG00000232453
ENSG00000260386,ENSG00000260386
ENSG00000284895,ENSG00000284895
ENSG00000117174,ENSG00000117174
ENSG00000237413,ENSG00000237413
ENSG00000184313,ENSG00000184313
ENSG00000284645,ENSG00000284645
ENSG00000225605,ENSG00000225605
ENSG00000225446,ENSG00000225446
ENSG00000288543,ENSG00000288543
ENSG00000122420,ENSG00000122420
ENSG00000284240,ENSG00000284240
ENSG00000236290,ENSG00000236290
ENSG00000143013,ENSG00000143013
ENSG00000226084,ENSG00000226084
ENSG00000134748,ENSG00000134748
ENSG00000142892,ENSG00000142892
ENSG00000219102,ENSG00000219102
ENSG00000184005,ENSG00000184005
ENSG00000230953,ENSG00000230953
ENSG00000287743,ENSG00000287743
ENSG00000229332,ENSG00000229332
ENSG00000227937,ENSG00000227937
ENSG00000229752,ENSG00000229752
ENSG00000237505,ENSG00000237505
ENSG00000285462,ENSG00000285462
ENSG00000233216,ENSG00000233216
ENSG00000197273,ENSG00000197273
ENSG00000226804,ENSG00000226804
ENSG00000285325,ENSG00000285325
ENSG00000230728,ENSG00000230728
ENSG00000162402,ENSG00000162402
ENSG00000232846,ENSG00000232846
ENSG00000219201,ENSG00000219201
ENSG00000230787,ENSG00000230787
ENSG00000116641,ENSG00000116641
ENSG00000235927,ENSG00000235927
ENSG00000223920,ENSG00000223920
ENSG00000237453,ENSG00000237453
ENSG00000172260,ENSG00000172260
ENSG00000285473,ENSG00000285473
ENSG00000237959,ENSG00000237959
ENSG00000231364,ENSG00000231364
ENSG00000234578,ENSG00000234578
ENSG00000117480,ENSG00000117480
ENSG00000137944,ENSG00000137944
ENSG00000229505,ENSG00000229505
ENSG00000228187,ENSG00000228187
ENSG00000285201,ENSG00000285201
ENSG00000182183,ENSG00000182183
ENSG00000236407,ENSG00000236407
ENSG00000236915,ENSG00000236915
ENSG00000271949,ENSG00000271949
ENSG00000227062,ENSG00000227062
ENSG00000067334,ENSG00000067334
ENSG00000235011,ENSG00000235011
ENSG00000235673,ENSG00000235673
ENSG00000226938,ENSG00000226938
ENSG00000213559,ENSG00000213559
ENSG00000287587,ENSG00000287587
ENSG00000142949,ENSG00000142949
ENSG00000116133,ENSG00000116133
ENSG00000232882,ENSG00000232882
ENSG00000171502,ENSG00000171502
ENSG00000162399,ENSG00000162399
ENSG00000116157,ENSG00000116157
ENSG00000143036,ENSG00000143036
ENSG00000232672,ENSG00000232672
ENSG00000230817,ENSG00000230817
ENSG00000235613,ENSG00000235613
ENSG00000065243,ENSG00000065243
ENSG00000226759,ENSG00000226759
ENSG00000226960,ENSG00000226960
ENSG00000233877,ENSG00000233877
ENSG00000234080,ENSG00000234080
ENSG00000237899,ENSG00000237899
ENSG00000234784,ENSG00000234784
ENSG00000225492,ENSG00000225492
ENSG00000223905,ENSG00000223905
ENSG00000227290,ENSG00000227290
ENSG00000229486,ENSG00000229486
ENSG00000223683,ENSG00000223683
ENSG00000282898,ENSG00000282898
ENSG00000285409,ENSG00000285409
ENSG00000231090,ENSG00000231090
ENSG00000117528,ENSG00000117528
ENSG00000271723,ENSG00000271723
ENSG00000172339,ENSG00000172339
ENSG00000036549,ENSG00000036549
ENSG00000287724,ENSG00000287724
ENSG00000058799,ENSG00000058799
ENSG00000225191,ENSG00000225191
ENSG00000287870,ENSG00000287870
ENSG00000235563,ENSG00000235563
ENSG00000232048,ENSG00000232048
ENSG00000232857,ENSG00000232857
ENSG00000273637,ENSG00000273637
ENSG00000272145,ENSG00000272145
ENSG00000203985,ENSG00000203985
ENSG00000228838,ENSG00000228838
ENSG00000283761,ENSG00000283761
ENSG00000284716,ENSG00000284716
ENSG00000189433,ENSG00000189433
ENSG00000230759,ENSG00000230759
ENSG00000231866,ENSG00000231866
ENSG00000179178,ENSG00000179178
ENSG00000142700,ENSG00000142700
ENSG00000285525,ENSG00000285525
ENSG00000236098,ENSG00000236098
ENSG00000233514,ENSG00000233514
ENSG00000127124,ENSG00000127124
ENSG00000266993,ENSG00000266993
ENSG00000153923,ENSG00000153923
ENSG00000097033,ENSG00000097033
ENSG00000223675,ENSG00000223675
ENSG00000182330,ENSG00000182330
ENSG00000162604,ENSG00000162604
ENSG00000229316,ENSG00000229316
ENSG00000116171,ENSG00000116171
ENSG00000287406,ENSG00000287406
ENSG00000225767,ENSG00000225767
ENSG00000234099,ENSG00000234099
ENSG00000137936,ENSG00000137936
ENSG00000235308,ENSG00000235308
ENSG00000232752,ENSG00000232752
ENSG00000235829,ENSG00000235829
ENSG00000143032,ENSG00000143032
ENSG00000228971,ENSG00000228971
ENSG00000226745,ENSG00000226745
ENSG00000178028,ENSG00000178028
ENSG00000280040,ENSG00000280040
ENSG00000168710,ENSG00000168710
ENSG00000117519,ENSG00000117519
